0	134.005902952
1	93.9915128216
2	90.780133576
3	75.7712115521
4	69.598970836
5	116.255541384
6	87.0780758885
7	102.930965824
8	78.2172829566
9	74.6045639136
10	73.4934960837
11	85.8321164964
12	142.376167062
13	109.808938655
14	156.243154676
15	111.828344595
16	100.583662552
17	158.990149809
18	101.939203669
19	106.898537219
20	114.108119845
21	93.4074070067
22	83.8726458654
23	157.413150848
24	86.8369107061
25	104.543111759
26	104.717392385
27	105.803350508
28	90.8556258722
29	94.327470578
30	103.775128126
31	154.989574069
32	107.736666092
33	106.733468051
34	88.2348957026
35	93.1668547771
36	101.411324778
37	112.668453531
38	170.721756852
39	112.536620447
40	96.1361236304
41	106.087628037
42	99.1124180658
43	163.989534581
44	109.473409115
45	103.436842669
46	111.849824477
47	100.820025178
48	95.7135786543
49	109.438072956
50	123.055217963
51	117.74839708
52	158.996741773
53	95.020254521
54	87.1924931504
55	94.9766975742
56	168.740213128
57	131.591563976
58	108.708469689
59	112.750588322
60	129.141903977
61	126.527553243
62	112.108171167
63	128.545662703
64	132.9802572
65	134.928256818
66	123.482940136
67	119.779438245
68	115.675082163
69	148.094119253
70	152.768973297
71	130.777122515
72	98.6983538433
73	159.442953011
74	135.082914719
75	194.492227564
76	140.976647269
77	137.222722459
78	140.385055817
79	112.789925214
