0	0.0
1	7.07106781187
2	14.1421356237
3	20.2237484162
4	27.2946881279
5	34.3656805549
6	42.5793377121
7	52.6117857519
8	63.6396103068
9	75.802374633
10	87.8236870098
11	101.965680501
12	115.260574352
13	129.259429056
14	143.401534162
15	157.543644746
16	171.685759456
17	185.827877349
18	199.96999775
19	215.102301243
20	230.234662899
21	243.386523867
22	257.528639184
23	269.690563424
24	280.722282692
25	289.913780286
26	296.984848098
27	302.07614934
28	305.045898186
29	306.178052773
30	306.323358561
31	305.483223762
32	305.635403708
33	305.635403708
34	305.635403708
35	305.790778147
36	305.790778147
37	305.790778147
38	305.790778147
39	305.790778147
40	305.790778147
41	306.778421666
42	306.778421666
43	306.778421666
44	306.778421666
45	306.778421666
46	306.778421666
47	306.778421666
48	306.778421666
49	306.778421666
50	306.778421666
51	306.778421666
52	306.778421666
53	306.778421666
54	306.778421666
55	306.778421666
56	306.778421666
57	306.778421666
58	306.778421666
59	306.778421666
60	306.778421666
61	305.790778147
62	305.790778147
63	305.790778147
64	307.262103098
65	310.058059079
66	315.981012088
67	321.906818816
68	329.965149675
69	338.02366781
70	347.908033825
71	357.945526582
72	369.962160227
73	381.980365988
74	395.132889039
75	408.285439368
76	422.427508574
77	436.426397002
78	450.71165949
79	464.853740439
80	478.995824616
81	493.137911745
82	508.269613493
83	523.401375619
84	538.533193035
85	553.808631208
86	568.940242908
87	584.071913381
88	600.193302195
89	615.325117316
90	631.446751516
91	647.568529192
92	663.832810277
93	679.954410236
94	697.065994006
95	713.187913526
96	730.441647224
97	746.563460129
98	762.827634528
99	778.949292316
100	795.071066006
101	810.345605282
102	826.467180232
103	842.588867717
104	858.853305286
105	874.974856782
106	890.249964898
107	906.371336705
108	922.4928184
109	938.614404322
110	954.736089189
111	969.86803226
112	986.132344059
113	1002.25395983
114	1018.51853199
115	1033.65032772
116	1048.78215088
117	1063.77159203
118	1078.7622537
119	1093.75408571
120	1107.75674225
121	1120.76982472
122	1132.79300845
123	1143.9637232
124	1153.15393595
125	1160.0866347
126	1165.17681062
127	1165.31540795
128	1165.59512696
129	1165.87820976
130	1165.17509414
131	1165.17509414
132	1164.47584775
133	1164.62225636
134	1164.62225636
135	1163.78047758
136	1163.78047758
137	1163.92869197
138	1163.92869197
139	1162.93980928
140	1162.93980928
141	1161.95094561
142	1161.95094561
143	1161.95094561
144	1161.95094561
145	1160.96210102
146	1160.96210102
147	1160.96210102
148	1160.96210102
149	1160.96210102
150	1160.96210102
151	1160.96210102
152	1160.96210102
153	1160.96210102
154	1160.81350785
155	1160.81350785
156	1160.81350785
157	1160.81350785
158	1160.81350785
159	1160.81350785
160	1160.81350785
161	1160.81350785
162	1160.81350785
163	1160.81350785
164	1160.81350785
165	1160.66575723
166	1160.66575723
167	1160.66575723
168	1160.66575723
169	1160.66575723
170	1160.66575723
171	1161.65485408
172	1161.50807143
173	1161.50807143
174	1161.50807143
175	1161.50807143
176	1161.36213129
177	1161.36213129
178	1161.36213129
179	1161.36213129
180	1162.35149589
181	1162.35149589
182	1162.35149589
183	1162.35149589
184	1162.35149589
185	1162.20652209
186	1162.20652209
187	1162.20652209
188	1162.20652209
189	1162.20652209
190	1162.20652209
191	1162.20652209
192	1162.20652209
193	1162.90885283
194	1164.88840667
195	1171.95947029
196	1180.86832458
197	1190.90931645
198	1200.95045693
199	1212.97197
200	1224.00367647
201	1235.1752912
202	1248.18748592
203	1263.18090549
204	1279.16574376
205	1295.01544392
206	1313.97602718
207	1335.1887507
208	1350.18702408
209	1364.19500072
210	1379.3277348
211	1394.46046914
212	1409.72692391
213	1422.0214485
214	1436.43482275
215	1450.85112951
216	1465.27028223
217	1479.69219772
218	1494.25901369
219	1508.68750906
220	1522.12910096
221	1535.5735085
222	1548.03165342
223	1561.48166816
224	1574.93428434
225	1586.87113528
