0	0.0
1	14.1421356237
2	28.2842712475
3	40.3112887415
4	52.4690384894
5	62.6498204307
6	72.6911273815
7	80.7527089329
8	87.8236870098
9	93.9042065085
10	98.9949493661
11	103.947101932
12	107.056060081
13	109.036691072
14	111.018016556
15	112.008928216
16	112.008928216
17	112.008928216
18	112.147224665
19	112.147224665
20	111.157545853
21	111.157545853
22	112.147224665
23	115.117331449
24	119.218287188
25	125.299640861
26	131.381124976
27	139.441744108
28	148.492424049
29	159.665274872
30	170.695635562
31	182.718362515
32	195.869854751
33	210.011904424
34	223.163617106
35	237.305710003
36	252.438111227
37	266.580194313
38	280.722282692
39	295.854694065
40	309.996774177
41	324.138859133
42	338.421335025
44	366.705603993
45	380.847738604
46	395.979797464
47	411.111906906
48	425.254041721
49	438.406204336
50	452.408001698
51	465.559877996
52	479.701990823
53	492.853933737
54	506.005928819
55	518.167926449
56	532.170085593
57	544.331700345
58	558.473813173
59	570.635610526
60	583.78763262
61	595.949662304
62	606.98105407
63	617.162863432
64	625.223959874
65	633.285085882
66	639.366092313
67	645.44713184
68	650.397570721
69	655.488367555
70	659.589266135
71	664.680374315
72	669.630495124
73	675.711476889
74	682.782542249
75	689.853607659
76	697.914751241
77	705.975920269
78	715.167812475
79	725.208935411
80	735.250297518
81	745.291889128
82	757.453628944
83	767.776660234
84	779.939100187
85	791.959594929
86	803.131994133
87	815.294425346
88	825.335083466
89	835.375963264
90	845.558395381
91	854.609267443
92	862.670273048
93	869.600482981
94	876.531802047
95	883.464204142
96	888.416568959
97	894.360106445
98	899.449831842
99	904.539661928
100	907.511432435
101	911.610662509
102	913.729172129
103	916.700605432
104	917.691124508
105	918.681664125
106	919.672224219
107	919.672224219
108	919.672224219
109	919.672224219
110	919.672224219
111	918.819351124
112	918.819351124
113	917.828960101
114	917.828960101
115	917.828960101
116	917.828960101
117	916.838589938
118	916.838589938
119	916.838589938
120	915.848240704
121	915.848240704
122	915.848240704
123	915.848240704
124	915.848240704
125	915.848240704
126	915.848240704
127	915.848240704
128	915.848240704
129	915.848240704
130	915.848240704
131	915.848240704
132	915.848240704
133	915.848240704
134	915.848240704
135	915.848240704
136	915.848240704
137	915.848240704
138	915.848240704
139	915.848240704
140	914.857912465
141	914.857912465
142	914.857912465
143	914.857912465
144	914.857912465
145	915.279192378
146	915.565399084
147	915.855883859
148	919.266011555
149	924.509058906
150	928.76530943
151	934.011777228
152	939.105957813
153	944.354276742
154	949.604128045
155	956.674448284
156	965.259032592
157	973.318036409
158	982.903861016
159	992.501889167
160	1000.56234189
161	1007.34552166
162	1015.12265269
163	1024.03369085
164	1031.95590991
165	1039.87931992
166	1048.93136096
167	1057.84686983
168	1066.76379766
